_id,OBJECTID,SEGMENT_ID,INSTALLED,UPGRADED,PRE_AMALGAMATION,STREET_NAME,FROM_STREET,TO_STREET,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,INFRA_LOWORDER,SEPA_LOWORDER,SEPB_LOWORDER,ORIG_LOWORDER_INFRA,DIR_HIGHORDER,INFRA_HIGHORDER,SEPA_HIGHORDER,SEPB_HIGHORDER,ORIG_HIGHORDER,BYLAWED,EDITOR,LAST_EDIT_DATE,UPGRADE_DESCRIPTION,CONVERTED,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,2001,2015, ,Humber Valley Rd,Humber River Recreational Trl,Riverwood Pkwy, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4902153990575, 43.6400948231568], [-79.4902359154998, 43.6402253448842], [-79.4902541018671, 43.6403558664063], [-79.4902657191779, 43.6404098756588], [-79.4902843124435, 43.6404773875681], [-79.4903141264132, 43.6405223969828], [-79.4903536191169, 43.6405764085832]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,12,2001,2015, ,Spring Rd,Spring Rd,Parkside Dr, , , , , ,Park Road, , , , ,Park Road, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4546544497461, 43.6409863140853], [-79.4556345849333, 43.6408266181949]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,13,2001,2015, ,Old Mill Rd,40.8 M W Humber River,5.4 M E Humber River Recreational Trl, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4908513269145, 43.651567957098], [-79.4909171300328, 43.6515617604087], [-79.4910469553084, 43.651520976489], [-79.4912688052483, 43.6514555537648], [-79.4918251082788, 43.6512880885972]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,14,2001,2015, ,Stephen Dr,Riverwood Pkwy,Berry Rd, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4872347115939, 43.6375156969298], [-79.4873392611246, 43.6376597216595], [-79.488119332071, 43.6395635702378]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,15,2001,2015, ,Colborne Lodge Dr,Bloor St W,High Park Trl, , , , , ,Sharrows, , , , ,Sharrows, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4651705495006, 43.6534124182754], [-79.4652978582472, 43.6535378278841]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,16,2001,2015, ,Riverwood Pkwy,Humber Valley Rd,Stephen Dr, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.488119332071, 43.6395635702378], [-79.4884888351466, 43.6395456052852], [-79.4886143409015, 43.6395411171648], [-79.4887557122069, 43.6395321297791], [-79.4888509890054, 43.639523128731], [-79.4889861482149, 43.639527642522], [-79.4890845186608, 43.639545654714], [-79.4891995579212, 43.6395726697758], [-79.4893048917235, 43.6396041845032], [-79.4893552459302, 43.6396266926489], [-79.489504735478, 43.6396897071174], [-79.4896685602184, 43.6397842365109], [-79.4897316894788, 43.6398292580903], [-79.4898680031681, 43.6399012812765], [-79.4902153990575, 43.6400948231568]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,17,2001,2015, ,Lake Shore Blvd W,Humber Bay Park Rd W,Humber Bay Park East Trl, , , , , , , , , , ,Bike Lane, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4813490994168, 43.6227902560737], [-79.481972056611, 43.6219832269783], [-79.4820289886063, 43.6219112246922], [-79.4822273405419, 43.6215692022512], [-79.4824783566321, 43.6212046930122], [-79.4825740194206, 43.6210921900404], [-79.4827494673791, 43.6209256906065]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,18,2001,2015, ,Lake Shore Blvd W,37 M E Fleeceline Rd,Humber Bay Park Rd W, , , , , ,Bike Lane, , , , ,Bike Lane, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4827494673791, 43.6209256906065], [-79.4829303426674, 43.6207546820035], [-79.4830779087059, 43.6206376856351], [-79.4831828522519, 43.6205611891498], [-79.483234369238, 43.6205251910827], [-79.4832676660245, 43.6205116938483], [-79.4834318512963, 43.6204217126766], [-79.4838380629573, 43.6202642281694], [-79.483883364519, 43.620255233156], [-79.4839332398537, 43.6202396857418], [-79.4839987654736, 43.6202192527323], [-79.4841586836162, 43.6201877700723], [-79.4842620756977, 43.6201607711239], [-79.4851264528878, 43.6199502898797]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,19,2001,2015, ,Lake Shore Blvd W,50.7 M E Louisa St,37 M E Fleeceline Rd, , , , , , , , , , ,Bike Lane, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4851264528878, 43.6199502898797], [-79.485278131518, 43.6199133497259], [-79.4854190819241, 43.6198683607427], [-79.4855499588307, 43.6198233703124], [-79.4856708503815, 43.6197725275646], [-79.4857789834933, 43.6197058946293], [-79.485877266686, 43.6196368930038], [-79.4859212721422, 43.6196037102332], [-79.4859624644743, 43.6195726604342], [-79.4860390519404, 43.6195038810371], [-79.4861072146445, 43.6194318780595], [-79.4861931870185, 43.6193373646654]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,20,2001,2015, ,Catherine St,5.4 M W Humber River Recreational Trl,Humber River Recreational Trl, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4902220220661, 43.6516072589458], [-79.4905004911009, 43.6516094067463], [-79.4907811104601, 43.6515745674562], [-79.4908513269145, 43.651567957098]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,21,2001,2015, ,Catherine St,Humber River Recreational Trl,40.8 M W Humber River, , , , , ,Sharrows - Wayfinding, , , , ,Sharrows - Wayfinding, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4918251082788, 43.6512880885972], [-79.4921468410116, 43.6511912385163], [-79.4922406123186, 43.6511715049371], [-79.4923316179518, 43.6511607814569], [-79.4923474485877, 43.6511604944742]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,22,2001,2015, ,High Park Trl,Ellis Ave,Claude Ave, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.4666316591322, 43.637932057213], [-79.4664324729466, 43.63798083139], [-79.4659197703721, 43.6381342522499], [-79.465494182527, 43.6382669489524], [-79.4650123053389, 43.6384098524214], [-79.4643897209753, 43.638606349334], [-79.4640696359076, 43.638700763666], [-79.4635807073613, 43.6388513190467], [-79.4630425418855, 43.6390095165989], [-79.4626626469913, 43.6391294535467], [-79.4625676913047, 43.6391549594058], [-79.4624340267192, 43.639183008864]], [[-79.4624340267192, 43.639183008864], [-79.4623611052732, 43.6391927603754], [-79.462266207251, 43.6392049799676], [-79.4621438911719, 43.6392202688764], [-79.4620067981966, 43.6392401254446], [-79.4619182181954, 43.6392569465521], [-79.4618106576811, 43.6392814124236], [-79.4616461500037, 43.6393181189799], [-79.4614711050323, 43.6393578822169], [-79.4613740783138, 43.6393838904628], [-79.4613171202928, 43.6394129726603], [-79.4612707097646, 43.6394420584032], [-79.4612158557176, 43.6394757319659], [-79.4611757775999, 43.6395063500524], [-79.4611489893864, 43.639531949873]], [[-79.4624340267192, 43.639183008864], [-79.4624358959622, 43.6391866820408], [-79.46241061915, 43.639274131129], [-79.4623910964726, 43.6393166112157], [-79.4623532214845, 43.6393532433617], [-79.4623210902031, 43.6393815601143], [-79.4622889707735, 43.6394106959871], [-79.4622568243137, 43.6394631634148], [-79.4622441896999, 43.6394906494525], [-79.462236138239, 43.6395422877008], [-79.462233819855, 43.639563107123], [-79.4622257845489, 43.6395889294225], [-79.4622108682933, 43.6396180799569], [-79.4621970809524, 43.6396455656075], [-79.462182155933, 43.6396688832419], [-79.4621775621881, 43.639681375635], [-79.4621637966223, 43.6396938649926], [-79.4621465869917, 43.6397038508251], [-79.4621259343372, 43.6397096768776], [-79.4620789326866, 43.6396738448124], [-79.4620124353248, 43.6396371691228], [-79.4619573943831, 43.63961383725], [-79.4619000626434, 43.6395871650757], [-79.461824372854, 43.6395638172534], [-79.4617303331903, 43.6395504547694], [-79.4616431763285, 43.639550425559], [-79.4615399553595, 43.6395520651351], [-79.4614183837289, 43.6395453631498], [-79.4612715783635, 43.6395369872344], [-79.4611844247377, 43.6395319619103], [-79.4611489893864, 43.639531949873]], [[-79.4611489893864, 43.639531949873], [-79.4611339550804, 43.6395319447626], [-79.4610720206802, 43.6395319236891], [-79.4610100862801, 43.6395319025821], [-79.4609550296474, 43.6395335490458], [-79.4608380412627, 43.63955017058], [-79.4607210393344, 43.6395684572448], [-79.4605857017701, 43.6395933984894], [-79.4604893351488, 43.639613366286], [-79.4604228071049, 43.6396250090592], [-79.4603241689336, 43.6396499626935], [-79.4601854124833, 43.6396714187439], [-79.4601039388361, 43.6396798786387], [-79.4600282432479, 43.6396848479611], [-79.4599341949362, 43.6396848150379], [-79.4597782244628, 43.6396847602672], [-79.4597048127406, 43.6396847344142], [-79.4596185610348, 43.639683866851], [-79.4594043219796, 43.6397062944177], [-79.4592771796919, 43.6397261152384], [-79.4591837252163, 43.6397459119451], [-79.4591106579402, 43.6397861579986], [-79.4590693406744, 43.639814470549], [-79.459010086691, 43.6398639658977], [-79.4589729413894, 43.6398993999985], [-79.4589224588551, 43.6399360264786], [-79.4589086829968, 43.6399443568035], [-79.4588656250337, 43.6399622360571], [-79.458800096813, 43.6399788920123], [-79.4587066460183, 43.6399925133843], [-79.4586314065029, 43.6400004163954], [-79.4585929595236, 43.6399996913671]], [[-79.4553467581252, 43.639956009967], [-79.4552243760999, 43.6399722365889], [-79.4549837037473, 43.6399857611537], [-79.4547396361507, 43.6399980416775], [-79.4545569974974, 43.6400072586431], [-79.4543914460026, 43.6400226750832], [-79.4543231585957, 43.6400313161451], [-79.4542207101386, 43.6400425898963], [-79.4540333233337, 43.6400041778351], [-79.4538238213993, 43.6399868377622], [-79.4534652898395, 43.6399686806217], [-79.4533805268829, 43.639965567615], [-79.4531888420605, 43.6399564248964], [-79.4528529944684, 43.6399359167611], [-79.4525787082132, 43.6399177825521], [-79.4524059148514, 43.6399059459424], [-79.4523691877931, 43.6399090631253], [-79.4523313923296, 43.6399153213316], [-79.4523097802149, 43.6399262939984], [-79.4522511259419, 43.63991565689]], [[-79.4582443023317, 43.6399671955938], [-79.4581686479951, 43.6399298302205], [-79.45810154084, 43.6398997230404], [-79.4580256540403, 43.6398760575838], [-79.4579668542584, 43.6398594194355], [-79.4579051868447, 43.6398493152013], [-79.4578435140646, 43.6398469161113], [-79.4577618328057, 43.6398501534609], [-79.4574046493461, 43.6398706430867], [-79.4572121040043, 43.6398860085438], [-79.4570326035781, 43.6398928002674], [-79.4568031323428, 43.6398948021075], [-79.4566094204134, 43.6398947287458], [-79.4564122946588, 43.6399020798909], [-79.4561456178262, 43.6399177753174], [-79.4554288490968, 43.6399521984146], [-79.4553467581252, 43.639956009967]], [[-79.4585929595236, 43.6399996913671], [-79.4584664029385, 43.6399776460899], [-79.4583807165896, 43.6399651750224], [-79.4582878794282, 43.6399516571219], [-79.4582443023317, 43.6399671955938]], [[-79.4585929595236, 43.6399996913671], [-79.4585643504547, 43.6400037046168], [-79.4585261209329, 43.6400111798998], [-79.4585024557515, 43.6400173372554], [-79.4584775756086, 43.6400239352322], [-79.4584605776966, 43.6400314272045], [-79.4584453981248, 43.6400441946424], [-79.4584295195498, 43.6400640819137], [-79.4582443023317, 43.6399671955938]], [[-79.4551296825708, 43.6402390362925], [-79.455193356417, 43.6402009944428], [-79.4551973800518, 43.6401737758549], [-79.4552045012369, 43.6401479806981], [-79.4552134072147, 43.6401221862401], [-79.4552276351887, 43.640089939878], [-79.4552489794574, 43.6400551219061], [-79.4552756504293, 43.6400241766064], [-79.4553147510934, 43.639979040987], [-79.4553307503957, 43.6399648520673], [-79.4553467581252, 43.639956009967]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,23,2001,2015, ,East Highland Creek Trl / Finch Corridor Trl,Finch Corridor Trl Branch,Brimwood Blvd, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.2778676269263, 43.8119381774409], [-79.2781247327238, 43.8121045761916], [-79.2781846224555, 43.8121409128807], [-79.2782180593121, 43.8121710684573], [-79.2782276004339, 43.8121959570184], [-79.2784986381031, 43.8127906273823], [-79.2785843729896, 43.8129206073984], [-79.2786830688541, 43.8130247522828], [-79.2787732612749, 43.8131057477906], [-79.2789031597011, 43.8131823464991], [-79.2790046450996, 43.8132280523496], [-79.2795885901268, 43.8134443603276], [-79.2796776695015, 43.8134769810552], [-79.2800608523344, 43.8136135367089], [-79.2801400712139, 43.8136370289855], [-79.2801702154098, 43.8136706970794], [-79.2804137136873, 43.8141926709056], [-79.280451033485, 43.8143205672155], [-79.2805156966904, 43.8145343235019], [-79.2806112131916, 43.814982266545], [-79.2806334412609, 43.8150903133886], [-79.280669520509, 43.8153570491587]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,24,2001,2015, ,Gatineau Hydro Corridor Trl,Gatineau Hydro Corridor Trl Branch,Tara Ave, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, , ,"{'type': 'MultiLineString', 'coordinates': [[[-79.2661957990133, 43.742093887138], [-79.2660980604516, 43.7421108884857], [-79.2660875807445, 43.7421271052276], [-79.2660901438487, 43.7421384429998], [-79.2661033850105, 43.7421719096022]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,25,2001,0, ,Highland Creek Dr,Highway 2A E,Highland Creek Dr, , , , , ,Multi-Use Trail, , , , ,Multi-Use Trail, , , , , ,, ,2015,"{'type': 'MultiLineString', 'coordinates': [[[-79.1689844572183, 43.7799190841065], [-79.1691279822678, 43.779858444895], [-79.1692550833711, 43.779811349712], [-79.1693514171882, 43.7797813305749], [-79.1694772061037, 43.7797694078427], [-79.1695920969474, 43.7797873282846], [-79.169701790267, 43.7798218947193], [-79.1698318148829, 43.7798778165041], [-79.1700166445844, 43.7799710891367], [-79.1701209226187, 43.7800168279623], [-79.1702230861031, 43.7800585460784], [-79.1702919438588, 43.7800865132845], [-79.1703811715917, 43.7801265737346], [-79.1704308939283, 43.7801461596054], [-79.1704907985131, 43.7801734257878]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
